customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C00387,5,Young Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C00388,10,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C00389,5,Student,46-55,Pizza,Regular,2,0.0002232142857142857
C00390,7,Student,36-45,South Indian,Regular,2,0.0002232142857142857
C00391,9,Young Professional,36-45,Biryani,Frequent,4,0.0004464285714285714
C00392,5,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C00393,1,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C00394,10,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C00395,10,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C00396,1,Working Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C00397,2,Working Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C00398,6,Working Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C00399,9,Working Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C00400,8,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C00401,5,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C00402,1,Young Professional,26-35,Cafe,Frequent,4,0.0004464285714285714
C00403,7,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C00404,5,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C00405,6,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C00406,7,Student,18-25,Cafe,Frequent,4,0.0004464285714285714
C00407,3,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C00408,10,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C00409,3,Family,18-25,North Indian,Frequent,4,0.0004464285714285714
C00410,5,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C00411,6,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C00412,9,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C00413,5,Student,18-25,Chinese,Frequent,4,0.0004464285714285714
C00414,1,Family,36-45,Pizza,Regular,2,0.0002232142857142857
C00415,4,Student,18-25,Momos,Regular,2,0.0002232142857142857
C00416,5,Student,18-25,Desserts,Occasional,1,0.00011160714285714285
C00417,10,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C00418,10,Family,46-55,Momos,Occasional,1,0.00011160714285714285
C00419,5,Working Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C00420,7,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C00421,4,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C00422,1,Student,46-55,Biryani,Regular,2,0.0002232142857142857
C00423,5,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C00424,7,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C00425,10,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C00426,10,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C00427,6,Young Professional,56+,Burgers,Occasional,1,0.00011160714285714285
C00428,5,Student,18-25,Chinese,Frequent,4,0.0004464285714285714
C00429,4,Working Professional,56+,Pizza,Occasional,1,0.00011160714285714285
C00430,2,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C00431,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C00432,10,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C00433,10,Student,18-25,Momos,Regular,2,0.0002232142857142857
C00434,3,Working Professional,46-55,Burgers,Occasional,1,0.00011160714285714285
C00435,10,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C00436,1,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C00437,8,Family,56+,North Indian,Occasional,1,0.00011160714285714285
C00438,5,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C00439,4,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C00440,8,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C00441,7,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C00442,2,Working Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C00443,1,Family,26-35,Desserts,Occasional,1,0.00011160714285714285
C00444,4,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C00445,8,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C00446,2,Working Professional,18-25,Pizza,Frequent,4,0.0004464285714285714
C00447,3,Family,56+,North Indian,Frequent,4,0.0004464285714285714
C00448,1,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C00449,1,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C00450,3,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00451,5,Student,18-25,Momos,Regular,2,0.0002232142857142857
C00452,3,Young Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C00453,1,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C00454,1,Family,46-55,Chinese,Frequent,4,0.0004464285714285714
C00455,8,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C00456,10,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C00457,2,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C00458,3,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C00459,2,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C00460,3,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C00461,7,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C00462,1,Working Professional,56+,North Indian,Regular,2,0.0002232142857142857
C00463,10,Family,18-25,Momos,Regular,2,0.0002232142857142857
C00464,8,Family,36-45,Biryani,Regular,2,0.0002232142857142857
C00465,10,Working Professional,26-35,North Indian,Frequent,4,0.0004464285714285714
C00466,10,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C00467,10,Family,26-35,Chinese,Occasional,1,0.00011160714285714285
C00468,2,Family,18-25,Pizza,Frequent,4,0.0004464285714285714
C00469,3,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C00470,9,Student,36-45,Chinese,Frequent,4,0.0004464285714285714
C00471,7,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C00472,4,Working Professional,46-55,Biryani,Frequent,4,0.0004464285714285714
C00473,10,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C00474,5,Student,36-45,Biryani,Frequent,4,0.0004464285714285714
C00475,2,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C00476,8,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C00477,4,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C00478,9,Family,26-35,Desserts,Regular,2,0.0002232142857142857
C00479,5,Family,26-35,South Indian,Frequent,4,0.0004464285714285714
C00480,9,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C00481,4,Young Professional,18-25,Momos,Regular,2,0.0002232142857142857
C00482,10,Working Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C00483,5,Student,36-45,Momos,Occasional,1,0.00011160714285714285
C00484,9,Family,36-45,Biryani,Regular,2,0.0002232142857142857
C00485,8,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C00486,3,Working Professional,18-25,Cafe,Frequent,4,0.0004464285714285714
C00487,1,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C00488,3,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C00489,4,Young Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C00490,2,Student,18-25,Burgers,Frequent,4,0.0004464285714285714
C00491,1,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C00492,7,Student,26-35,Momos,Regular,2,0.0002232142857142857
C00493,8,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C00494,7,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C00495,5,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C00496,1,Working Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C00497,7,Student,46-55,Momos,Regular,2,0.0002232142857142857
C00498,7,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C00499,9,Student,26-35,Burgers,Frequent,4,0.0004464285714285714
C00500,3,Working Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C00501,9,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C00502,1,Young Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C00503,1,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00504,4,Family,18-25,Chinese,Regular,2,0.0002232142857142857
C00505,9,Student,56+,Momos,Regular,2,0.0002232142857142857
C00506,6,Working Professional,56+,Pizza,Occasional,1,0.00011160714285714285
C00507,3,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C00508,1,Young Professional,56+,Healthy,Regular,2,0.0002232142857142857
C00509,4,Student,18-25,Burgers,Frequent,4,0.0004464285714285714
C00510,9,Student,18-25,South Indian,Regular,2,0.0002232142857142857
C00511,3,Working Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C00512,9,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C00513,7,Student,18-25,Cafe,Frequent,4,0.0004464285714285714
C00514,4,Working Professional,56+,Chinese,Frequent,4,0.0004464285714285714
C00515,3,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C00516,10,Student,26-35,Desserts,Occasional,1,0.00011160714285714285
C00517,5,Family,36-45,Biryani,Occasional,1,0.00011160714285714285
C00518,5,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C00519,3,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C00520,9,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C00521,4,Family,18-25,Desserts,Regular,2,0.0002232142857142857
C00522,5,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C00523,4,Working Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C00524,5,Student,26-35,Momos,Regular,2,0.0002232142857142857
C00525,7,Working Professional,56+,Chinese,Regular,2,0.0002232142857142857
C00526,9,Working Professional,46-55,Chinese,Occasional,1,0.00011160714285714285
C00527,7,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C00528,5,Young Professional,26-35,Cafe,Occasional,1,0.00011160714285714285
C00529,10,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C00530,10,Student,56+,Pizza,Frequent,4,0.0004464285714285714
C00531,7,Student,18-25,Healthy,Regular,2,0.0002232142857142857
C00532,10,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C00533,5,Student,36-45,Burgers,Frequent,4,0.0004464285714285714
C00534,3,Student,56+,Pizza,Regular,2,0.0002232142857142857
C00535,7,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C00536,2,Working Professional,18-25,North Indian,Frequent,4,0.0004464285714285714
C00537,9,Working Professional,18-25,North Indian,Regular,2,0.0002232142857142857
C00538,10,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C00539,10,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C00540,1,Student,36-45,Burgers,Occasional,1,0.00011160714285714285
C00541,6,Young Professional,26-35,Chinese,Frequent,4,0.0004464285714285714
C00542,7,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C00543,8,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C00544,10,Family,18-25,Pizza,Regular,2,0.0002232142857142857
C00545,9,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C00546,2,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C00547,10,Student,18-25,Burgers,Occasional,1,0.00011160714285714285
C00548,2,Working Professional,18-25,South Indian,Regular,2,0.0002232142857142857
C00549,5,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C00550,5,Working Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C00551,6,Young Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C00552,3,Working Professional,36-45,Chinese,Frequent,4,0.0004464285714285714
C00553,8,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C00554,1,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C00555,6,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C00556,4,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C00557,1,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C00558,7,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C00559,9,Young Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C00560,4,Young Professional,18-25,Burgers,Regular,2,0.0002232142857142857
C00561,4,Young Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C00562,6,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C00563,3,Family,46-55,Pizza,Occasional,1,0.00011160714285714285
C00564,6,Student,46-55,Cafe,Occasional,1,0.00011160714285714285
C00565,7,Student,26-35,South Indian,Occasional,1,0.00011160714285714285
C00566,10,Family,18-25,Burgers,Regular,2,0.0002232142857142857
C00567,10,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C00568,3,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C00569,7,Student,18-25,South Indian,Frequent,4,0.0004464285714285714
C00570,3,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00571,2,Young Professional,46-55,Burgers,Regular,2,0.0002232142857142857
C00572,10,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C00573,4,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C00574,8,Working Professional,46-55,South Indian,Regular,2,0.0002232142857142857
C00575,9,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C00576,7,Young Professional,18-25,Burgers,Frequent,4,0.0004464285714285714
C00577,1,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C00578,3,Working Professional,26-35,North Indian,Frequent,4,0.0004464285714285714
C00579,9,Family,36-45,Burgers,Occasional,1,0.00011160714285714285
C00580,1,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C00581,9,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C00582,8,Young Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C00583,1,Student,56+,Momos,Occasional,1,0.00011160714285714285
C00584,6,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C00585,5,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C00586,6,Young Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C00587,10,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C00588,5,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C00589,6,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C00590,5,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00591,5,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C00592,4,Young Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C00593,3,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C00594,3,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C00595,4,Family,18-25,Biryani,Frequent,4,0.0004464285714285714
C00596,9,Working Professional,36-45,Healthy,Occasional,1,0.00011160714285714285
C00597,2,Student,36-45,Biryani,Regular,2,0.0002232142857142857
C00598,9,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C00599,1,Working Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C00600,1,Family,18-25,South Indian,Occasional,1,0.00011160714285714285
C00601,5,Working Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C00602,6,Student,18-25,South Indian,Occasional,1,0.00011160714285714285
C00603,6,Working Professional,46-55,South Indian,Occasional,1,0.00011160714285714285
C00604,3,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C00605,7,Young Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C00606,9,Young Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C00607,10,Family,26-35,Momos,Occasional,1,0.00011160714285714285
C00608,8,Working Professional,26-35,South Indian,Occasional,1,0.00011160714285714285
C00609,6,Family,36-45,North Indian,Regular,2,0.0002232142857142857
C00610,8,Student,18-25,Burgers,Regular,2,0.0002232142857142857
C00611,5,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C00612,8,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C00613,10,Student,46-55,Momos,Regular,2,0.0002232142857142857
C00614,4,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C00615,10,Young Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C00616,8,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C00617,10,Young Professional,56+,Chinese,Occasional,1,0.00011160714285714285
C00618,2,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C00619,5,Working Professional,36-45,Chinese,Regular,2,0.0002232142857142857
C00620,9,Working Professional,18-25,Desserts,Regular,2,0.0002232142857142857
C00621,4,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C00622,6,Young Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C00623,1,Young Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C00624,9,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C00625,1,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C00626,5,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C00627,4,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C00628,3,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C00629,6,Working Professional,36-45,North Indian,Occasional,1,0.00011160714285714285
C00630,2,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C00631,3,Family,18-25,Pizza,Regular,2,0.0002232142857142857
